medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality_code,nationality,nationality_long,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team,is_medallist
04-08-2024,Bronze Medal,3,MARCHAND Leon,Male,FRA,France,France,FRA,France,France,France,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--,17-05-2002,1909294,SWMM4X100MMDFRA01,TRUE
04-08-2024,Bronze Medal,3,SECCHI Clement,Male,FRA,France,France,FRA,France,France,France,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--,04-05-2000,1909307,SWMM4X100MMDFRA01,TRUE
04-08-2024,Bronze Medal,3,FENTE--DAMERS Rafael,Male,FRA,France,France,FRA,France,France,France,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--,17-10-2006,1909278,SWMM4X100MMDFRA01,TRUE
04-08-2024,Bronze Medal,3,GROUSSET Maxime,Male,FRA,France,France,FRA,France,France,France,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--,24-04-1999,1909284,SWMM4X100MMDFRA01,TRUE
04-08-2024,Bronze Medal,3,MANAUDOU Florent,Male,FRA,France,France,FRA,France,France,France,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--,12-11-1990,1909292,SWMM4X100MMDFRA01,TRUE
04-08-2024,Gold Medal,1,BERKOFF Katharine,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,28-01-2001,1935873,SWMW4X100MMDUSA01,TRUE
04-08-2024,Gold Medal,1,WEBER Emma,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,13-01-2004,1935999,SWMW4X100MMDUSA01,TRUE
04-08-2024,Gold Medal,1,SHACKELL Alex,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,13-11-2006,1935979,SWMW4X100MMDUSA01,TRUE
04-08-2024,Gold Medal,1,DOUGLASS Kate,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,17-11-2001,1935895,SWMW4X100MMDUSA01,TRUE
04-08-2024,Gold Medal,1,HUSKE Torri,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,07-12-2002,1935923,SWMW4X100MMDUSA01,TRUE
04-08-2024,Gold Medal,1,KING Lilly,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,10-02-1997,1935932,SWMW4X100MMDUSA01,TRUE
04-08-2024,Gold Medal,1,SMITH Regan,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,09-02-2002,1935984,SWMW4X100MMDUSA01,TRUE
04-08-2024,Gold Medal,1,WALSH Gretchen,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,29-01-2003,1935998,SWMW4X100MMDUSA01,TRUE
04-08-2024,Silver Medal,2,ANDERSON Iona,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,03-10-2005,1946183,SWMW4X100MMDAUS01,TRUE
04-08-2024,Silver Medal,2,RAMSAY Ella,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,12-07-2004,1946174,SWMW4X100MMDAUS01,TRUE
04-08-2024,Silver Medal,2,PERKINS Alexandria,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,27-07-2000,1946146,SWMW4X100MMDAUS01,TRUE
04-08-2024,Silver Medal,2,HARRIS Meg,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,07-03-2002,1946212,SWMW4X100MMDAUS01,TRUE
04-08-2024,Silver Medal,2,McKEON Emma,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,24-05-1994,1946177,SWMW4X100MMDAUS01,TRUE
04-08-2024,Silver Medal,2,McKEOWN Kaylee,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,12-07-2001,1946198,SWMW4X100MMDAUS01,TRUE
04-08-2024,Silver Medal,2,O'CALLAGHAN Mollie,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,02-04-2004,1946218,SWMW4X100MMDAUS01,TRUE
04-08-2024,Silver Medal,2,STRAUCH Jenna,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,24-03-1997,1946190,SWMW4X100MMDAUS01,TRUE
04-08-2024,Bronze Medal,3,WANG Xueer,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,15-01-1998,1945157,SWMW4X100MMDCHN01,TRUE
04-08-2024,Bronze Medal,3,TANG Qianting,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,14-03-2004,1945200,SWMW4X100MMDCHN01,TRUE
04-08-2024,Bronze Medal,3,YU Yiting,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,05-09-2005,1945164,SWMW4X100MMDCHN01,TRUE
04-08-2024,Bronze Medal,3,WU Qingfeng,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,28-01-2003,1945206,SWMW4X100MMDCHN01,TRUE
04-08-2024,Bronze Medal,3,WAN Letian,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,12-08-2004,1945202,SWMW4X100MMDCHN01,TRUE
04-08-2024,Bronze Medal,3,YANG Junxuan,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,26-01-2002,1945159,SWMW4X100MMDCHN01,TRUE
04-08-2024,Bronze Medal,3,ZHANG Yufei,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--,19-04-1998,1945125,SWMW4X100MMDCHN01,TRUE
04-08-2024,Gold Medal,1,ERRANI Sara,Female,ITA,Italy,Italy,ITA,Italy,Italy,Errani / Paolini,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--,29-04-1987,1562409,TENWDOUBLES-ITA01,TRUE
04-08-2024,Gold Medal,1,PAOLINI Jasmine,Female,ITA,Italy,Italy,ITA,Italy,Italy,Errani / Paolini,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--,04-01-1996,1910330,TENWDOUBLES-ITA01,TRUE
04-08-2024,Silver Medal,2,ANDREEVA Mirra,Female,AIN,AIN,AIN,RUS,Russian Federation,Russian Federation,Andreeva / Shnaider,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--,29-04-2007,1979734,TENWDOUBLES-AIN02,TRUE
04-08-2024,Silver Medal,2,SHNAIDER Diana,Female,AIN,AIN,AIN,RUS,Russian Federation,Russian Federation,Andreeva / Shnaider,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--,02-04-2004,1979732,TENWDOUBLES-AIN02,TRUE
04-08-2024,Bronze Medal,3,BUCSA Cristina,Female,ESP,Spain,Spain,ESP,Spain,Spain,Bucsa / Sorribes Tormo,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000200--,01-01-1998,1563687,TENWDOUBLES-ESP01,TRUE
04-08-2024,Bronze Medal,3,SORRIBES TORMO Sara,Female,ESP,Spain,Spain,ESP,Spain,Spain,Bucsa / Sorribes Tormo,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000200--,08-10-1996,1563681,TENWDOUBLES-ESP01,TRUE
05-08-2024,Gold Medal,1,SLAGTER Arvin,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--,19-10-1985,1970800,BK3MTEAM3---NED01,TRUE
05-08-2024,Gold Medal,1,de JONG Worthy,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--,14-03-1988,1970792,BK3MTEAM3---NED01,TRUE
05-08-2024,Gold Medal,1,van der HORST Dimeo,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--,23-06-1991,1970796,BK3MTEAM3---NED01,TRUE
05-08-2024,Gold Medal,1,DRIESSEN Jan,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--,04-12-1996,1970797,BK3MTEAM3---NED01,TRUE
05-08-2024,Silver Medal,2,VERGIAT Timothe,Male,FRA,France,France,FRA,France,France,France,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--,07-03-1998,1568595,BK3MTEAM3---FRA01,TRUE
05-08-2024,Silver Medal,2,SEGUELA Franck,Male,FRA,France,France,FRA,France,France,France,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--,30-05-1997,1568603,BK3MTEAM3---FRA01,TRUE
05-08-2024,Silver Medal,2,DUSSOULIER Lucas,Male,FRA,France,France,FRA,France,France,France,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--,27-07-1996,1568606,BK3MTEAM3---FRA01,TRUE
05-08-2024,Silver Medal,2,RAMBAUT Jules,Male,FRA,France,France,FRA,France,France,France,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--,06-04-1998,1568608,BK3MTEAM3---FRA01,TRUE
05-08-2024,Bronze Medal,3,DZIAUGYS Evaldas,Male,LTU,Lithuania,Lithuania,LTU,Lithuania,Lithuania,Lithuania,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000200--,26-09-1996,1943480,BK3MTEAM3---LTU01,TRUE
05-08-2024,Bronze Medal,3,MATULIS Gintautas,Male,LTU,Lithuania,Lithuania,LTU,Lithuania,Lithuania,Lithuania,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000200--,06-12-1986,1943486,BK3MTEAM3---LTU01,TRUE
05-08-2024,Bronze Medal,3,PUKELIS Aurelijus,Male,LTU,Lithuania,Lithuania,LTU,Lithuania,Lithuania,Lithuania,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000200--,17-05-1994,1943471,BK3MTEAM3---LTU01,TRUE
05-08-2024,Bronze Medal,3,VINGELIS Sarunas,Male,LTU,Lithuania,Lithuania,LTU,Lithuania,Lithuania,Lithuania,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000200--,16-11-1989,1943515,BK3MTEAM3---LTU01,TRUE
05-08-2024,Gold Medal,1,BRUNCKHORST Svenja,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--,19-10-1991,1898807,BK3WTEAM3---GER01,TRUE
05-08-2024,Gold Medal,1,GREINACHER Sonja,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--,01-07-1992,1898816,BK3WTEAM3---GER01,TRUE
05-08-2024,Gold Medal,1,REICHERT Marie,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--,16-04-2001,1898835,BK3WTEAM3---GER01,TRUE
05-08-2024,Gold Medal,1,MEVIUS Elisa,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--,23-04-2004,1898870,BK3WTEAM3---GER01,TRUE
05-08-2024,Silver Medal,2,ALONSO Gracia,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--,11-08-1992,1958461,BK3WTEAM3---ESP01,TRUE
05-08-2024,Silver Medal,2,YGUERAVIDE Sandra,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--,28-12-1984,1958573,BK3WTEAM3---ESP01,TRUE
05-08-2024,Silver Medal,2,GIMENO Vega,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--,08-01-1991,1958504,BK3WTEAM3---ESP01,TRUE
05-08-2024,Silver Medal,2,CAMILION Juana,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--,22-03-1999,1958475,BK3WTEAM3---ESP01,TRUE
05-08-2024,Bronze Medal,3,HAMBY Dearica,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000200--,06-11-1993,1954736,BK3WTEAM3---USA01,TRUE
05-08-2024,Bronze Medal,3,BURDICK Cierra,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000200--,30-09-1993,1954768,BK3WTEAM3---USA01,TRUE
05-08-2024,Bronze Medal,3,van LITH Hailey,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000200--,09-09-2001,1954785,BK3WTEAM3---USA01,TRUE
05-08-2024,Bronze Medal,3,HOWARD Rhyne,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000200--,29-04-2000,1954738,BK3WTEAM3---USA01,TRUE
05-08-2024,Gold Medal,1,MARCHANT Katy,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,30-01-1993,1957082,CTRWSPRTEAM3GBR01,TRUE
05-08-2024,Gold Medal,1,FINUCANE Emma,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,22-12-2002,1912522,CTRWSPRTEAM3GBR01,TRUE
05-08-2024,Gold Medal,1,CAPEWELL Sophie,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,04-09-1998,1912514,CTRWSPRTEAM3GBR01,TRUE
05-08-2024,Gold Medal,1,THOMAS Lowri,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,03-03-1999,1912564,CTRWSPRTEAM3GBR01,FALSE
05-08-2024,Silver Medal,2,ANDREWS Ellesse,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,31-12-1999,1945040,CTRWSPRTEAM3NZL01,TRUE
05-08-2024,Silver Medal,2,PETCH Rebecca,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,09-07-1998,1945068,CTRWSPRTEAM3NZL01,TRUE
05-08-2024,Silver Medal,2,FULTON Shaane,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,03-10-2000,1945035,CTRWSPRTEAM3NZL01,TRUE
05-08-2024,Silver Medal,2,KING Olivia,Female,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,New Zealand,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,25-01-2001,1945038,CTRWSPRTEAM3NZL01,FALSE
05-08-2024,Bronze Medal,3,HINZE Emma,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,17-09-1997,1889702,CTRWSPRTEAM3GER01,TRUE
05-08-2024,Bronze Medal,3,FRIEDRICH Lea,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,07-01-2000,1889704,CTRWSPRTEAM3GER01,TRUE
05-08-2024,Bronze Medal,3,GRABOSCH Pauline,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,14-01-1998,1889703,CTRWSPRTEAM3GER01,TRUE
05-08-2024,Bronze Medal,3,PROEPSTER Alessa,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------,04-03-2001,1889705,CTRWSPRTEAM3GER01,FALSE
05-08-2024,Gold Medal,1,BACOSI Diana,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy 1,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000100--,13-07-1983,1915325,SHOXSKMT----ITA01,TRUE
05-08-2024,Gold Medal,1,ROSSETTI Gabriele,Male,ITA,Italy,Italy,ITA,Italy,Italy,Italy 1,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000100--,07-03-1995,1915333,SHOXSKMT----ITA01,TRUE
05-08-2024,Silver Medal,2,SMITH Austen Jewell,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America 1,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000100--,23-07-2001,1944397,SHOXSKMT----USA01,TRUE
05-08-2024,Silver Medal,2,HANCOCK Vincent,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America 1,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000100--,19-03-1989,1944354,SHOXSKMT----USA01,TRUE
05-08-2024,Bronze Medal,3,JIANG Yiting,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000200--,01-08-2004,1913978,SHOXSKMT----CHN01,TRUE
05-08-2024,Bronze Medal,3,LYU Jianlin,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000200--,26-07-1996,1961747,SHOXSKMT----CHN01,TRUE
05-08-2024,Gold Medal,1,HELLWIG Tim,Male,GER,Germany,Germany,GER,Germany,Germany,Germany,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,30-06-1999,1558780,TRIXTEAM4---GER01,TRUE
05-08-2024,Gold Medal,1,TERTSCH Lisa,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,01-12-1998,1558784,TRIXTEAM4---GER01,TRUE
05-08-2024,Gold Medal,1,LUEHRS Lasse,Male,GER,Germany,Germany,GER,Germany,Germany,Germany,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,16-05-1996,1558775,TRIXTEAM4---GER01,TRUE
05-08-2024,Gold Medal,1,LINDEMANN Laura,Female,GER,Germany,Germany,GER,Germany,Germany,Germany,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,26-06-1996,1558773,TRIXTEAM4---GER01,TRUE
05-08-2024,Silver Medal,2,RIDER Seth,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,06-03-1997,1930750,TRIXTEAM4---USA01,TRUE
05-08-2024,Silver Medal,2,SPIVEY Taylor,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,13-04-1991,1930752,TRIXTEAM4---USA01,TRUE
05-08-2024,Silver Medal,2,PEARSON Morgan,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,22-09-1993,1930747,TRIXTEAM4---USA01,TRUE
05-08-2024,Silver Medal,2,KNIBB Taylor,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,14-02-1998,1930739,TRIXTEAM4---USA01,TRUE
05-08-2024,Bronze Medal,3,YEE Alex,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,18-02-1998,1904251,TRIXTEAM4---GBR01,TRUE
05-08-2024,Bronze Medal,3,TAYLOR-BROWN Georgia,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,15-03-1994,1904248,TRIXTEAM4---GBR01,TRUE
05-08-2024,Bronze Medal,3,DICKINSON Samuel,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,11-07-1997,1904232,TRIXTEAM4---GBR01,TRUE
05-08-2024,Bronze Medal,3,POTTER Beth,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--,27-12-1991,1904244,TRIXTEAM4---GBR01,TRUE
06-08-2024,Gold Medal,1,van den BERG Roy,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------,08-09-1988,1969218,CTRMSPRTEAM3NED01,TRUE
06-08-2024,Gold Medal,1,LAVREYSEN Harrie,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------,14-03-1997,1969182,CTRMSPRTEAM3NED01,TRUE
06-08-2024,Gold Medal,1,HOOGLAND Jeffrey,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------,16-03-1993,1969203,CTRMSPRTEAM3NED01,TRUE
06-08-2024,Gold Medal,1,van LOON Tijmen,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------,20-03-2001,1969204,CTRMSPRTEAM3NED01,FALSE
06-08-2024,Silver Medal,2,CARLIN Jack,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------,23-04-1997,1912515,CTRMSPRTEAM3GBR01,TRUE
